Timestamp,EAR,PERCLOS,Alert_Status
2026-04-30 12:50:31,0.25,30.73,Normal
2026-04-30 12:50:31,0.25,30.69,Normal
2026-04-30 12:50:31,0.27,30.66,Normal
2026-04-30 12:50:32,0.23,30.74,Normal
2026-04-30 12:50:32,0.23,30.83,Normal
2026-04-30 12:50:32,0.23,30.76,Normal
2026-04-30 12:50:32,0.23,30.84,Normal
2026-04-30 12:50:32,0.23,30.93,Normal
2026-04-30 12:50:32,0.21,31.01,Normal
2026-04-30 12:50:32,0.19,31.10,Normal
2026-04-30 12:50:32,0.15,31.18,Normal
2026-04-30 12:50:32,0.12,31.27,Normal
2026-04-30 12:50:32,0.15,31.35,Normal
2026-04-30 12:50:32,0.15,31.43,Normal
2026-04-30 12:50:32,0.19,31.52,Normal
2026-04-30 12:50:32,0.14,31.60,Normal
2026-04-30 12:50:33,0.16,31.68,Normal
2026-04-30 12:50:33,0.14,31.76,Normal
2026-04-30 12:50:33,0.15,31.85,Normal
2026-04-30 12:50:33,0.16,31.93,Normal
2026-04-30 12:50:33,0.20,32.01,Normal
2026-04-30 12:50:33,0.19,32.09,Normal
2026-04-30 12:50:33,0.20,32.17,DROWSY
2026-04-30 12:50:33,0.21,32.25,DROWSY
2026-04-30 12:50:33,0.18,32.34,DROWSY
2026-04-30 12:50:33,0.19,32.42,DROWSY
2026-04-30 12:50:33,0.24,32.50,DROWSY
2026-04-30 12:50:33,0.21,32.58,DROWSY
2026-04-30 12:50:33,0.23,32.66,DROWSY
2026-04-30 12:50:33,0.22,32.74,DROWSY
2026-04-30 12:50:33,0.18,32.82,DROWSY
2026-04-30 12:50:33,0.19,32.90,DROWSY
2026-04-30 12:50:34,0.19,32.98,DROWSY
2026-04-30 12:50:34,0.21,33.06,DROWSY
2026-04-30 12:50:34,0.19,33.14,DROWSY
2026-04-30 12:50:34,0.20,33.22,DROWSY
2026-04-30 12:50:34,0.20,33.29,DROWSY
2026-04-30 12:50:34,0.24,33.37,DROWSY
2026-04-30 12:50:34,0.25,33.33,Normal
2026-04-30 12:50:34,0.14,33.41,Normal
2026-04-30 12:50:34,0.19,33.49,Normal
2026-04-30 12:50:34,0.23,33.57,Normal
2026-04-30 12:50:34,0.21,33.65,Normal
2026-04-30 12:50:34,0.26,33.61,Normal
2026-04-30 12:50:34,0.23,33.68,Normal
2026-04-30 12:50:35,0.27,33.64,Normal
2026-04-30 12:50:35,0.27,33.61,Normal
2026-04-30 12:50:35,0.22,33.68,Normal
2026-04-30 12:50:35,0.22,33.76,Normal
2026-04-30 12:50:35,0.22,33.84,Normal
2026-04-30 12:50:35,0.21,33.91,Normal
2026-04-30 12:50:35,0.22,33.99,Normal
2026-04-30 12:50:35,0.24,34.07,Normal
2026-04-30 12:50:35,0.27,34.03,Normal
2026-04-30 12:50:35,0.29,33.99,Normal
2026-04-30 12:50:35,0.28,33.95,Normal
2026-04-30 12:50:35,0.21,34.03,Normal
2026-04-30 12:50:36,0.17,34.10,Normal
2026-04-30 12:50:36,0.19,34.18,Normal
2026-04-30 12:50:36,0.22,34.25,Normal
2026-04-30 12:50:36,0.25,34.33,Normal
2026-04-30 12:50:36,0.21,34.40,Normal
2026-04-30 12:50:36,0.19,34.48,Normal
2026-04-30 12:50:36,0.17,34.55,Normal
2026-04-30 12:50:36,0.21,34.63,Normal
2026-04-30 12:50:36,0.20,34.70,Normal
2026-04-30 12:50:36,0.24,34.78,Normal
2026-04-30 12:50:36,0.11,34.85,Normal
2026-04-30 12:50:36,0.11,34.93,Normal
2026-04-30 12:50:36,0.13,35.00,Normal
2026-04-30 12:50:37,0.13,35.07,Normal
2026-04-30 12:50:37,0.11,35.15,Normal
2026-04-30 12:50:37,0.14,35.22,Normal
2026-04-30 12:50:37,0.15,35.29,Normal
2026-04-30 12:50:37,0.18,35.37,Normal
2026-04-30 12:50:37,0.18,35.44,DROWSY
2026-04-30 12:50:37,0.17,35.51,DROWSY
2026-04-30 12:50:37,0.19,35.59,DROWSY
2026-04-30 12:50:37,0.19,35.66,DROWSY
2026-04-30 12:50:37,0.21,35.73,DROWSY
2026-04-30 12:50:37,0.23,35.80,DROWSY
2026-04-30 12:50:37,0.22,35.87,DROWSY
2026-04-30 12:50:37,0.25,35.95,DROWSY
2026-04-30 12:50:37,0.27,35.91,Normal
2026-04-30 12:50:38,0.24,35.98,Normal
2026-04-30 12:50:38,0.25,35.94,Normal
2026-04-30 12:50:38,0.25,35.90,Normal
2026-04-30 12:50:38,0.25,35.86,Normal
2026-04-30 12:50:38,0.26,35.82,Normal
2026-04-30 12:50:38,0.27,35.78,Normal
2026-04-30 12:50:38,0.27,35.74,Normal
2026-04-30 12:50:38,0.27,35.70,Normal
2026-04-30 12:50:38,0.26,35.66,Normal
2026-04-30 12:50:38,0.24,35.73,Normal
2026-04-30 12:50:38,0.29,35.69,Normal
2026-04-30 12:50:38,0.27,35.65,Normal
2026-04-30 12:50:38,0.26,35.61,Normal
2026-04-30 12:50:39,0.26,35.57,Normal
2026-04-30 12:50:39,0.26,35.53,Normal
2026-04-30 12:50:39,0.27,35.49,Normal
2026-04-30 12:50:39,0.26,35.46,Normal
2026-04-30 12:50:39,0.25,35.53,Normal
2026-04-30 12:50:39,0.25,35.60,Normal
2026-04-30 12:50:39,0.27,35.56,Normal
2026-04-30 12:50:39,0.27,35.52,Normal
2026-04-30 12:50:39,0.23,35.59,Normal
2026-04-30 12:50:39,0.22,35.66,Normal
2026-04-30 12:50:39,0.22,35.73,Normal
2026-04-30 12:50:39,0.22,35.80,Normal
2026-04-30 12:50:39,0.27,35.76,Normal
2026-04-30 12:50:40,0.26,35.72,Normal
2026-04-30 12:50:40,0.25,35.68,Normal
2026-04-30 12:50:40,0.23,35.75,Normal
2026-04-30 12:50:40,0.24,35.82,Normal
2026-04-30 12:50:40,0.26,35.78,Normal
2026-04-30 12:50:40,0.25,35.85,Normal
2026-04-30 12:50:40,0.26,35.81,Normal
2026-04-30 12:50:40,0.24,35.88,Normal
2026-04-30 12:50:40,0.23,35.95,Normal
2026-04-30 12:50:40,0.26,35.91,Normal
2026-04-30 12:50:40,0.26,35.88,Normal
2026-04-30 12:50:40,0.24,35.94,Normal
2026-04-30 12:50:40,0.24,36.01,Normal
2026-04-30 12:50:40,0.25,36.08,Normal
2026-04-30 12:50:41,0.25,36.15,Normal
2026-04-30 12:50:41,0.25,36.22,Normal
2026-04-30 12:50:41,0.23,36.29,Normal
2026-04-30 12:50:41,0.25,36.35,Normal
2026-04-30 12:50:41,0.26,36.32,Normal
